vertex,authority,hub
1,0.7520707621124599,0.3240414254302552
0,0.5892951405314671,0.3016247055959556
8,0.15226769840007442,0.036784177933321276
2,0.11520708831067561,0.47689846999543317
4,0.10346236178324666,0.428281304215308
5,0.10346236178324666,0.2401267590184359
7,0.10346236178324666,0.2401267590184359
6,0.09630498437568068,0.428281304215308
9,0.09630498437568068,0.18815454519687214
3,0.0,0.2401267590184359
